product_id,Average Sales per Week,weight KG,Length cm,Width cm,Depth cm
44760,185,6.333,26,17,11
44761,396,0.068,5,5,2
44762,529,23.637,41,30,13
44763,809,1.352,35,10,2
44764,794,2.942,50,9,8
44765,387,0.562,16,8,4
44766,471,0.267,21,11,2
44767,769,0.088,5,5,3
44768,978,2.018,30,13,5
44769,902,1.895,19,9,6
44770,265,7.482,44,14,7
44771,922,0.31,12,10,6
44772,890,17.39,38,21,14
44773,760,0.066,9,5,3
44774,335,13.379,34,22,11
44775,719,0.107,13,8,2
44776,785,4.568,24,17,14
44777,965,2.673,16,12,8
44778,266,0.404,10,8,6
44779,244,9.288,30,27,16
44780,107,10.444,35,22,22
44781,679,21.635,42,26,15
44782,168,1.24,65,9,8
44783,804,15.792,44,32,17
44784,335,0.06,5,5,5
44785,981,0.053,7,6,2
44786,465,6.637,35,18,7
44787,922,0.019,5,5,2
44788,395,1.614,22,20,2
44789,278,0.041,5,5,2
44790,304,28.414,45,35,16
44791,622,0.116,12,5,5
44792,775,0.038,10,7,2
44793,755,0.124,5,5,4
44794,555,0.087,5,5,4
44795,402,2.645,19,15,6
44796,827,32.0,69,67,7
44797,317,5.53,31,17,9
44798,698,32.0,42,33,28
44799,605,32.0,52,31,18
44800,651,0.249,8,5,4
44801,644,7.243,42,31,8
44802,754,0.203,22,13,3
44803,177,14.37,36,28,12
44804,588,8.4,76,19,18
44805,229,3.484,89,18,3
44806,142,0.204,10,7,6
44807,159,32.0,62,45,14
44808,938,2.419,22,13,5
44809,612,0.175,9,7,2
44810,394,3.072,42,17,4
44811,282,1.095,73,7,7
44812,789,32.0,47,24,16
44813,551,11.51,36,19,9
44814,491,2.241,26,9,5
44815,381,0.075,5,5,4
44816,622,6.578,24,17,13
44817,956,12.108,32,21,21
44818,975,0.463,9,9,4
44819,331,0.297,48,9,2
44820,421,0.036,5,5,2
44821,766,31.962,38,31,21
44822,869,1.116,38,6,3
44823,408,0.281,9,5,4
44824,697,1.557,21,14,10
44825,947,0.148,5,5,3
44826,863,32.0,47,43,10
44827,881,0.123,5,5,3
44828,800,0.077,12,6,2
44829,907,32.0,68,67,31
44830,147,0.829,11,11,5
44831,679,0.09,5,5,4
44832,452,0.06,5,5,3
44833,867,12.176,55,30,15
44834,859,1.818,26,9,4
44835,809,1.502,24,9,8
44836,314,32.0,70,38,20
44837,610,0.049,14,6,2
44838,897,0.68,42,9,2
44839,997,0.189,5,5,4
44840,316,6.032,58,9,9
44841,437,0.221,15,7,3
44842,785,0.116,7,7,2
44843,208,1.386,20,18,4
44844,104,11.342,32,21,10
44845,873,0.83,42,7,3
44846,233,6.528,21,14,13
44847,401,28.746,41,30,14
44848,621,0.648,10,10,5
44849,110,0.13,7,7,6
44850,335,0.012,5,5,2
44851,510,22.123,31,22,19
44852,727,4.791,22,17,17
44853,486,12.757,36,23,12
44854,233,7.969,26,19,9
44855,901,0.412,9,8,8
44856,281,0.785,23,6,5
44857,636,25.387,59,54,4
44858,149,32.0,69,55,45
44859,165,1.626,60,10,7
44860,612,1.12,19,7,6
44861,127,3.015,26,18,10
44862,839,0.224,37,5,2
44863,598,32.0,41,39,23
44864,226,15.366,24,24,20
44865,749,3.469,16,14,8
44866,195,4.859,22,17,12
44867,772,0.838,9,7,7
44868,770,0.245,5,5,5
44869,499,0.558,16,10,9
44870,588,19.462,32,27,17
44871,312,0.175,7,7,5
44872,324,0.094,8,5,3
44873,685,2.548,41,8,7
44874,112,0.074,5,5,3
44875,287,13.446,65,26,24
44876,983,0.038,6,6,2
44877,716,0.537,11,11,3
44878,981,0.043,5,5,3
44879,759,0.297,8,7,6
44880,410,0.658,8,8,6
44881,803,0.998,13,8,8
44882,209,0.089,5,5,5
44883,836,1.049,62,12,5
44884,141,0.554,34,7,4
44885,624,0.089,6,5,3
44886,222,0.352,15,9,2
44887,254,0.318,18,11,4
44888,110,0.039,5,5,3
44889,196,32.0,40,31,17
44890,194,32.0,61,57,56
44891,302,1.901,61,7,3
44892,472,2.551,27,22,17
44893,812,32.0,55,46,39
44894,302,0.095,28,6,2
44895,217,5.151,34,16,5
44896,422,32.0,56,51,31
44897,120,5.05,22,20,6
44898,406,0.118,5,5,4
44899,652,0.085,5,5,2
44900,283,2.346,35,8,6
44901,292,0.262,10,9,9
44902,195,0.188,6,5,5
44903,861,5.021,50,24,12
44904,800,0.217,20,10,2
44905,810,32.0,67,41,37
44906,545,0.69,49,5,4
44907,706,5.448,41,17,9
44908,278,0.296,10,8,3
44909,416,12.422,49,26,6
44910,403,1.528,15,15,9
44911,679,0.568,24,13,8
44912,810,2.337,54,19,6
44913,733,3.295,16,14,12
44914,412,12.096,21,17,17
44915,337,0.639,14,10,6
44916,392,0.069,9,6,4
44917,609,0.317,8,7,4
44918,223,0.046,9,8,3
44919,936,5.058,92,14,10
44920,467,1.258,24,14,6
44921,448,13.459,72,48,18
44922,624,0.3,11,7,2
44923,919,0.182,5,5,4
44924,135,0.913,26,10,2
44925,146,0.112,14,5,5
44926,555,32.0,50,27,21
44927,373,0.073,6,5,3
44928,863,0.099,10,6,4
44929,405,0.358,22,5,2
44930,601,10.572,52,14,8
44931,195,32.0,37,30,25
44932,231,0.224,8,7,3
44933,854,0.846,13,9,5
44934,134,0.889,21,10,10
44935,201,0.274,11,8,6
44936,237,0.302,18,7,6
44937,387,0.391,23,7,2
44938,870,0.095,5,5,2
44939,456,32.0,76,43,11
44940,965,0.781,24,6,3
44941,725,1.82,46,8,5
44942,793,0.016,5,5,2
44943,214,0.054,6,6,4
44944,128,12.255,30,26,26
44945,321,0.149,5,5,3
44946,162,0.356,8,5,5
44947,642,3.238,57,16,10
44948,492,6.658,48,44,4
44949,276,0.072,5,5,5
44950,801,0.133,24,5,4
44951,861,7.489,34,19,15
44952,948,0.051,5,5,3
44953,270,1.209,54,6,4
44954,726,2.316,26,11,7
44955,310,0.382,9,7,6
44956,685,2.238,54,27,3
44957,623,32.0,120,72,12
44958,698,0.123,18,6,3
44959,562,4.231,40,21,13
44960,350,2.07,36,11,3
44961,891,14.817,33,24,19
44962,275,0.409,24,12,4
44963,977,0.911,10,9,7
44964,823,0.067,5,5,3
44965,965,32.0,64,63,37
44966,666,0.181,5,5,5
44967,534,3.479,29,17,14
44968,185,5.394,24,23,9
44969,686,0.325,15,10,8
44970,960,3.848,20,15,10
44971,497,0.91,30,21,3
44972,587,0.076,5,5,3
44973,140,0.071,8,5,4
44974,947,32.0,77,50,24
44975,272,9.111,35,34,10
44976,512,32.0,53,32,32
44977,409,0.083,8,5,2
44978,193,0.016,5,5,2
44979,725,0.116,22,5,2
44980,890,0.536,38,8,6
44981,765,3.525,58,8,4
44982,579,0.151,7,5,3
44983,873,0.336,10,10,2
44984,324,0.578,45,5,2
44985,576,0.176,10,6,6
44986,568,0.453,25,18,4
44987,495,10.353,24,24,14
44988,203,8.216,100,43,9
44989,450,0.163,5,5,4
44990,956,0.134,12,7,2
44991,118,10.158,31,16,12
44992,412,0.08,12,7,2
44993,139,0.224,17,6,5
44994,482,0.493,37,6,2
44995,513,1.193,29,7,3
44996,737,0.239,8,8,3
44997,500,6.24,21,18,10
44998,656,0.278,15,13,4
44999,735,3.878,70,25,2
45000,522,0.039,5,5,3
45001,517,0.076,9,6,2
45002,935,2.134,67,7,3
45003,769,0.353,14,5,5
45004,875,20.748,46,20,15
45005,608,1.916,31,27,2
45006,623,1.283,33,8,3
45007,392,0.574,7,7,6
45008,483,0.424,11,9,5
45009,570,32.0,63,47,34
45010,925,1.665,16,15,5
45011,842,7.41,32,15,10
45012,918,0.039,5,5,3
45013,780,19.846,42,19,17
45014,965,0.519,59,5,4
45015,337,0.393,29,7,3
45016,834,0.652,28,7,4
45017,466,0.852,40,28,2
45018,931,0.328,7,7,6
45019,258,0.043,5,5,2
45020,205,0.08,8,7,3
45021,811,12.237,102,30,4
45022,166,0.017,5,5,3
45023,896,0.325,11,7,7
45024,522,0.347,7,7,7
45025,362,32.0,80,76,20
45026,961,32.0,47,34,22
45027,544,16.649,127,71,3
45028,741,0.276,8,8,3
45029,961,0.261,9,6,4
45030,802,24.445,35,30,20
45031,177,0.032,5,5,2
45032,423,0.236,5,5,5
45033,314,32.0,60,35,21
45034,960,18.588,40,24,14
45035,976,1.488,29,17,9
45036,994,9.344,35,13,13
45037,138,12.714,34,20,16
45038,723,0.94,17,7,4
45039,790,0.243,27,5,2
45040,121,0.104,9,5,5
45041,923,2.993,22,16,9
45042,868,6.108,41,25,6
45043,664,1.916,52,12,6
45044,262,0.45,12,11,6
45045,988,0.159,5,5,5
45046,725,4.255,43,10,6
45047,464,3.546,33,24,17
45048,402,0.823,25,9,2
45049,936,2.876,20,12,9
45050,150,5.959,34,18,12
45051,808,0.607,44,9,2
45052,842,0.419,10,7,3
45053,611,2.403,16,10,8
45054,522,0.845,12,10,10
45055,432,1.135,19,6,5
45056,570,19.497,43,25,13
45057,486,6.415,41,11,8
45058,218,14.686,46,28,8
45059,498,0.75,40,12,2
45060,152,0.986,20,9,5
45061,120,0.022,5,5,2
45062,753,1.067,30,18,7
45063,592,8.485,37,16,15
45064,515,0.098,5,5,2
45065,358,0.081,5,5,4
45066,498,0.702,41,7,6
45067,130,0.156,5,5,5
45068,822,3.499,52,16,7
45069,806,5.931,26,23,23
45070,737,1.909,23,20,18
45071,479,0.935,19,17,6
45072,227,21.562,44,29,24
45073,208,0.654,27,10,2
45074,645,0.69,14,8,6
45075,833,0.387,9,5,5
45076,466,1.037,12,8,7
45077,546,1.828,13,12,8
45078,813,0.592,14,11,4
45079,779,1.419,14,13,11
45080,541,11.924,32,30,12
45081,730,0.681,13,8,5
45082,359,0.577,15,10,10
45083,869,0.707,10,9,7
45084,677,1.025,29,21,5
45085,191,0.383,13,7,4
45086,320,1.212,46,5,5
45087,553,1.973,18,10,6
45088,672,32.0,91,28,13
45089,478,0.082,12,5,3
45090,437,0.228,25,6,2
45091,508,0.033,6,6,4
45092,279,0.131,14,10,3
45093,115,0.685,26,16,3
45094,507,0.148,8,5,2
45095,515,0.053,7,5,3
45096,464,0.034,6,5,4
45097,790,0.347,17,14,3
45098,618,3.629,51,39,9
45099,686,7.108,28,26,23
45100,675,0.088,5,5,2
45101,100,0.403,12,12,4
45102,959,0.096,11,6,2
45103,548,1.536,13,13,11
45104,722,32.0,50,46,34
45105,387,0.236,12,6,2
45106,717,0.828,25,7,3
45107,347,0.819,16,14,14
45108,170,8.496,65,21,21
45109,560,0.115,5,5,3
45110,635,0.512,20,6,3
45111,625,0.118,5,5,3
45112,812,1.59,67,9,2
45113,555,1.423,16,14,9
45114,671,9.21,25,14,14
45115,114,32.0,31,31,27
45116,211,32.0,67,46,43
45117,372,20.031,55,20,12
45118,816,6.518,49,18,14
45119,383,0.439,21,11,4
45120,255,20.087,26,26,15
45121,768,2.502,25,23,7
45122,968,0.119,6,5,3
45123,933,5.138,29,23,9
45124,260,0.863,33,17,2
45125,146,0.246,5,5,5
45126,595,0.393,25,8,3
45127,660,0.071,6,6,2
45128,774,3.386,22,16,9
45129,311,32.0,82,35,18
45130,959,0.269,12,6,5
45131,408,3.035,68,12,2
45132,646,4.171,21,17,13
45133,424,0.169,5,5,5
45134,771,0.125,5,5,4
45135,858,0.099,5,5,2
45136,837,0.605,43,13,2
45137,463,0.091,8,5,3
45138,851,0.117,6,5,5
45139,563,32.0,57,43,35
45140,424,0.478,14,9,6
45141,731,3.456,28,20,7
45142,249,0.243,13,5,3
45143,263,0.051,5,5,2
45144,304,0.679,24,12,4
45145,314,0.371,15,9,3
45146,744,1.396,24,15,2
45147,466,32.0,48,47,15
45148,717,13.951,60,27,21
45149,133,32.0,32,26,26
45150,836,3.417,18,12,10
45151,611,0.048,9,6,2
45152,869,3.432,23,23,18
45153,967,0.653,10,7,5
45154,680,3.631,19,13,12
45155,939,3.098,18,16,11
45156,951,0.237,32,5,2
45157,755,0.122,5,5,4
45158,179,0.244,11,5,4
45159,363,0.088,5,5,5
45160,928,32.0,43,37,20
45161,410,2.673,32,7,7
45162,830,20.27,31,26,16
45163,845,0.458,10,7,5
45164,690,0.122,5,5,4
45165,835,0.135,7,6,3
45166,485,1.845,30,12,3
45167,576,0.149,6,5,4
45168,832,32.0,70,63,54
45169,581,0.03,5,5,3
45170,211,5.732,73,23,3
45171,726,1.555,44,7,7
45172,310,0.039,5,5,2
45173,142,0.043,5,5,2
45174,701,2.347,17,16,13
45175,988,0.076,5,5,2
45176,684,0.215,21,5,3
45177,897,32.0,62,40,37
45178,836,7.756,32,24,12
45179,452,32.0,34,34,32
45180,938,30.256,36,31,18
45181,240,4.197,24,12,9
45182,158,4.188,27,19,14
45183,949,32.0,54,30,25
45184,818,1.833,35,15,3
45185,452,0.271,6,5,5
45186,726,0.596,35,5,3
45187,745,0.284,11,10,2
45188,315,0.959,13,8,6
45189,578,3.013,31,14,5
45190,782,0.676,19,7,5
45191,577,2.151,33,11,3
45192,698,0.079,5,5,2
45193,793,0.025,5,5,2
45194,748,1.14,19,12,12
45195,928,0.092,5,5,2
45196,314,0.094,8,7,6
45197,411,1.704,66,9,4
45198,914,0.086,10,5,3
45199,315,0.801,11,10,4
45200,846,0.038,5,5,2
45201,476,6.355,24,14,10
45202,594,9.67,30,23,13
45203,772,32.0,59,58,58
45204,997,0.744,23,13,8
45205,411,0.187,5,5,5
45206,821,0.059,5,5,2
45207,859,0.407,8,7,5
45208,173,19.642,57,35,9
45209,136,1.404,12,11,7
45210,695,0.177,12,9,5
45211,863,0.51,20,18,4
45212,856,32.0,56,46,32
45213,990,0.275,14,5,2
45214,967,7.175,28,16,13
45215,922,4.602,31,23,5
45216,540,32.0,35,29,25
45217,164,1.343,29,8,6
45218,294,32.0,51,45,36
45219,535,4.127,15,14,13
45220,896,0.12,5,5,3
45221,745,3.351,21,20,13
45222,828,1.221,19,8,6
45223,613,32.0,113,50,50
45224,853,0.464,15,9,2
45225,247,0.725,11,10,8
45226,350,0.193,5,5,5
45227,739,3.157,32,17,6
45228,236,0.089,5,5,4
45229,520,0.46,37,5,3
45230,505,12.132,35,24,20
45231,884,8.195,27,25,7
45232,464,0.323,13,5,3
45233,801,0.361,29,6,5
45234,186,0.088,5,5,2
45235,821,0.342,10,7,3
45236,409,1.536,40,27,4
45237,432,4.49,52,10,8
45238,391,0.499,25,6,2
45239,172,2.465,26,19,3
45240,347,0.167,12,7,3
45241,992,0.197,23,8,3
45242,442,0.428,33,6,3
45243,101,32.0,47,37,24
45244,559,32.0,58,51,34
45245,278,3.146,29,17,8
45246,202,3.402,21,12,7
45247,650,0.148,10,6,2
45248,346,5.332,53,12,7
45249,562,20.404,32,20,19
45250,652,16.175,34,33,24
45251,269,0.086,9,7,6
45252,760,0.593,12,7,7
45253,772,0.233,5,5,5
45254,797,32.0,49,34,24
45255,512,1.407,16,11,11
45256,352,6.661,38,14,9
45257,754,0.285,28,7,3
45258,559,12.714,31,20,12
45259,472,0.47,73,7,4
45260,756,0.559,31,13,4
45261,411,32.0,106,68,58
45262,995,2.308,57,6,4
45263,670,0.603,30,12,3
45264,657,1.841,21,13,13
45265,927,2.969,35,15,3
45266,176,1.543,20,9,5
45267,771,0.139,5,5,5
45268,312,6.33,36,31,21
45269,305,10.652,27,22,10
45270,158,1.242,20,10,6
45271,262,30.714,33,26,25
45272,732,1.099,28,15,8
45273,735,2.161,64,11,11
45274,515,0.094,10,5,4
45275,761,0.097,5,5,3
45276,798,0.237,12,5,4
45277,319,1.516,22,7,5
45278,196,0.128,5,5,3
45279,163,32.0,74,69,12
45280,210,13.181,43,29,14
45281,323,32.0,36,36,19
45282,345,9.902,58,19,5
45283,136,24.81,26,26,25
45284,166,0.121,7,6,6
45285,848,16.637,41,25,12
45286,772,0.687,11,11,6
45287,456,0.125,5,5,3
45288,287,5.467,63,21,9
45289,144,1.363,33,8,3
45290,626,0.74,55,7,3
45291,244,0.485,24,8,6
45292,710,28.552,38,23,18
45293,269,2.631,35,7,6
45294,196,1.284,21,11,3
45295,809,0.271,7,6,4
45296,851,0.075,8,5,4
45297,693,32.0,52,34,22
45298,307,0.207,7,5,4
45299,499,0.068,5,5,2
45300,782,0.139,5,5,3
45301,193,0.31,14,10,4
45302,743,4.581,33,29,11
45303,224,9.467,21,17,14
45304,410,1.892,21,9,9
45305,206,0.376,12,12,6
45306,707,0.391,22,9,4
45307,243,0.124,5,5,3
45308,183,0.18,7,5,3
45309,804,21.592,41,23,18
45310,723,3.999,66,27,4
45311,312,0.054,5,5,2
45312,680,0.761,13,7,7
45313,369,0.782,11,11,4
45314,723,0.93,13,12,7
45315,193,0.576,10,9,4
45316,189,2.13,27,25,5
45317,209,32.0,93,90,82
45318,421,2.465,14,13,13
45319,210,7.401,47,38,15
45320,206,32.0,63,55,27
45321,653,32.0,43,43,41
45322,875,32.0,60,48,24
45323,778,0.648,34,15,4
45324,244,32.0,70,66,13
45325,723,0.242,5,5,5
45326,292,0.142,7,6,4
45327,616,0.293,15,7,2
45328,634,9.673,23,21,11
45329,964,5.729,38,38,4
45330,711,0.337,13,7,5
45331,397,0.867,13,8,5
45332,714,2.993,39,34,2
45333,993,0.03,5,5,5
45334,931,32.0,56,45,17
45335,384,0.354,17,5,4
45336,741,0.075,8,5,3
45337,456,32.0,61,57,26
45338,948,0.14,9,6,4
45339,215,0.039,5,5,4
45340,767,32.0,56,26,16
45341,659,5.691,60,12,9
45342,986,1.558,22,6,6
45343,735,0.142,8,5,5
45344,413,3.891,24,17,6
45345,157,0.018,5,5,2
45346,255,2.857,25,18,13
45347,847,1.403,37,11,6
45348,807,0.206,12,6,6
45349,783,4.198,22,15,8
45350,457,0.25,5,5,5
45351,758,1.662,26,13,9
45352,570,2.225,21,14,6
45353,572,0.264,12,5,3
45354,314,7.667,84,20,17
45355,873,12.124,31,21,19
45356,210,32.0,84,63,16
45357,104,32.0,66,50,44
45358,904,0.839,10,10,5
45359,393,6.968,50,12,6
45360,720,32.0,58,36,36
45361,325,0.608,15,5,5
45362,723,0.182,10,5,2
45363,576,0.036,5,5,3
45364,106,0.775,41,5,3
45365,670,31.951,35,26,19
45366,684,5.129,21,13,11
45367,678,2.736,41,6,6
45368,105,0.422,14,5,5
45369,942,0.147,9,5,5
45370,705,12.781,45,28,9
45371,353,1.353,23,8,4
45372,907,0.049,5,5,3
45373,384,21.386,32,21,18
45374,892,1.175,31,8,4
45375,628,0.554,10,8,4
45376,747,8.885,22,21,15
45377,241,0.114,13,7,2
45378,162,0.096,5,5,3
45379,131,0.189,5,5,4
45380,433,4.762,41,14,5
45381,570,3.246,28,22,20
45382,237,3.81,58,15,5
45383,541,0.039,5,5,2
45384,845,2.359,17,12,8
45385,899,0.264,16,7,3
45386,865,18.747,47,46,15
45387,531,0.212,14,5,3
45388,279,1.766,53,6,6
45389,735,0.633,11,11,10
45390,387,0.052,5,5,4
45391,930,1.851,25,24,3
45392,308,2.164,43,14,4
45393,392,1.097,24,11,8
45394,503,0.547,18,14,2
45395,836,0.718,11,11,9
45396,555,5.213,35,26,17
45397,149,0.074,5,5,2
45398,313,6.003,53,15,13
45399,691,0.196,15,13,2
45400,250,13.015,49,27,22
45401,604,0.442,8,6,6
45402,185,0.173,7,5,4
45403,696,3.287,27,20,17
45404,571,0.036,5,5,3
45405,635,1.797,21,13,4
45406,890,3.363,17,13,8
45407,453,0.488,11,9,8
45408,351,0.18,5,5,4
45409,188,0.801,12,6,6
45410,790,0.921,18,11,6
45411,975,5.639,36,19,14
45412,334,1.282,21,10,4
45413,938,13.425,39,31,13
45414,734,0.504,43,6,2
45415,403,0.099,6,5,2
45416,339,17.459,31,28,23
45417,750,30.924,29,25,23
45418,131,3.995,18,18,16
45419,886,0.147,14,7,2
45420,168,18.885,32,22,17
45421,235,0.127,6,6,4
45422,736,0.331,13,9,5
45423,447,0.024,5,5,3
45424,523,0.169,5,5,4
45425,312,0.172,5,5,4
45426,631,3.66,24,15,15
45427,394,0.896,15,10,8
45428,138,0.491,10,9,7
45429,268,0.18,5,5,4
45430,715,1.049,20,6,5
45431,665,1.044,12,11,9
45432,119,1.03,12,10,9
45433,259,1.557,32,9,3
45434,444,32.0,53,33,24
45435,470,2.725,43,25,4
45436,662,0.017,5,5,3
45437,930,0.485,44,7,2
45438,938,1.237,25,9,3
45439,488,32.0,42,37,35
45440,733,0.127,5,5,4
45441,904,1.028,18,11,10
45442,985,0.921,20,14,10
45443,277,0.071,7,5,4
45444,311,1.913,21,18,5
45445,147,1.004,15,8,8
45446,832,1.327,21,15,5
45447,187,2.929,34,11,8
45448,590,9.049,57,18,7
45449,715,4.584,24,17,15
45450,764,2.45,18,18,10
45451,722,1.734,60,13,6
45452,285,0.148,9,7,5
45453,753,4.257,37,10,8
45454,174,0.248,9,6,5
45455,994,0.07,5,5,5
45456,920,3.008,17,16,15
45457,806,0.208,9,6,2
45458,345,0.229,11,6,5
45459,448,26.151,55,21,13
45460,494,1.17,39,13,6
45461,132,0.139,14,7,3
45462,277,0.1,5,5,5
45463,617,0.224,5,5,5
45464,115,10.406,25,17,16
45465,852,0.186,5,5,4
45466,236,0.056,5,5,2
45467,430,8.953,21,15,15
45468,797,32.0,97,82,64
45469,647,13.185,47,13,11
45470,672,0.18,11,8,6
45471,591,1.129,23,15,3
45472,129,0.346,6,6,6
45473,397,0.079,5,5,2
45474,342,0.222,36,9,2
45475,352,0.443,17,15,6
45476,910,13.289,54,19,10
45477,883,1.215,18,12,7
45478,336,31.613,42,25,22
45479,763,0.115,8,5,3
45480,570,6.024,30,17,8
45481,316,32.0,93,66,49
45482,990,0.195,5,5,5
45483,265,0.543,9,9,7
45484,252,0.671,30,8,4
45485,287,0.193,5,5,5
45486,414,0.488,10,7,4
45487,129,0.525,35,15,3
45488,791,2.072,20,13,12
45489,199,0.542,10,10,4
45490,372,0.247,9,9,7
45491,583,0.599,18,8,3
45492,856,0.119,5,5,3
45493,108,4.465,57,30,5
45494,541,12.146,38,25,14
45495,727,0.112,5,5,4
45496,407,0.12,6,6,2
45497,266,0.527,15,6,4
45498,695,1.947,22,12,12
45499,739,2.549,70,15,3
45500,870,0.478,12,12,3
45501,719,2.074,16,12,7
45502,267,5.549,16,14,14
45503,415,1.491,36,10,4
45504,948,0.715,26,6,3
45505,904,0.432,20,8,7
45506,192,2.747,31,22,14
45507,470,0.25,12,6,3
45508,729,0.095,5,5,2
45509,325,8.314,26,20,10
45510,380,0.104,8,7,3
45511,801,1.9,23,19,9
45512,134,0.717,35,5,3
45513,571,1.121,24,12,8
45514,253,0.026,5,5,2
45515,943,0.013,5,5,2
45516,585,27.025,34,28,17
45517,372,9.529,27,19,18
45518,209,1.963,25,10,4
45519,367,0.822,40,7,2
45520,529,0.073,5,5,2
45521,943,0.036,5,5,2
45522,412,13.976,44,41,13
45523,477,0.523,8,7,5
45524,828,2.358,23,9,7
45525,994,0.297,9,5,5
45526,662,2.43,34,19,9
45527,453,0.664,16,5,5
45528,776,0.573,9,7,5
45529,484,17.945,48,19,14
45530,239,19.25,37,31,20
45531,678,0.742,24,13,6
45532,642,1.02,20,11,4
45533,921,19.601,37,34,24
45534,466,32.0,45,44,15
45535,666,0.039,5,5,4
45536,846,32.0,60,37,27
45537,781,32.0,87,83,7
45538,399,1.525,28,13,9
45539,800,0.267,18,18,2
45540,513,0.172,14,7,2
45541,321,0.078,5,5,3
45542,401,9.566,28,21,11
45543,321,20.156,56,19,12
45544,823,0.032,6,5,4
45545,998,1.907,17,17,16
45546,658,0.097,6,5,2
45547,662,14.902,31,20,13
45548,306,17.864,27,27,27
45549,550,8.405,32,24,10
45550,988,1.336,11,10,8
45551,353,32.0,73,58,31
45552,735,11.305,23,23,15
45553,432,0.129,7,7,3
45554,885,0.95,19,9,5
45555,152,4.79,22,15,8
45556,425,0.5,12,8,5
45557,449,1.732,19,11,6
45558,491,0.101,10,6,6
45559,653,0.177,5,5,4
45560,580,21.147,63,24,23
45561,174,1.894,47,11,3
45562,413,0.511,15,10,8
45563,862,0.352,12,5,4
45564,862,0.098,5,5,5
45565,538,15.548,29,29,12
45566,287,6.542,35,12,12
45567,385,0.862,26,12,4
45568,220,0.079,10,9,2
45569,270,2.006,25,8,6
45570,888,0.091,5,5,2
45571,933,0.141,5,5,5
45572,617,1.129,50,10,2
45573,208,1.202,13,10,5
45574,247,0.165,5,5,4
45575,209,0.619,26,8,3
45576,575,0.369,31,5,2
45577,613,6.741,19,18,17
45578,818,0.13,18,5,5
45579,114,0.111,5,5,3
45580,823,0.34,12,10,3
45581,288,6.782,37,20,19
45582,527,1.867,26,20,6
45583,130,0.164,11,11,2
45584,800,7.287,33,26,5
45585,143,1.008,27,9,3
45586,686,20.513,56,40,17
45587,237,0.493,8,8,4
45588,368,0.062,5,5,5
45589,669,0.745,23,22,5
45590,408,3.089,38,16,9
45591,751,3.473,19,18,12
45592,413,1.145,13,11,10
45593,643,0.131,5,5,5
45594,653,6.685,33,27,9
45595,225,2.176,22,20,6
45596,682,0.127,25,6,3
45597,314,11.777,27,24,22
45598,763,0.085,5,5,2
45599,838,12.139,52,14,9
45600,985,0.127,21,6,4
45601,477,20.18,65,15,13
45602,413,16.331,61,21,10
45603,635,0.151,13,6,3
45604,534,0.097,5,5,2
45605,584,0.093,5,5,3
45606,158,8.933,28,25,21
45607,627,1.402,18,10,4
45608,199,0.665,10,8,8
45609,451,3.377,38,15,7
45610,805,2.735,21,13,7
45611,228,0.063,5,5,2
45612,131,17.804,33,21,17
45613,120,0.163,5,5,4
45614,327,20.858,47,41,8
45615,717,1.797,20,10,8
45616,679,4.988,23,18,12
45617,230,0.106,5,5,4
45618,632,0.188,11,9,5
45619,986,0.128,5,5,4
45620,508,0.406,8,8,8
45621,338,0.06,5,5,5
45622,371,9.495,29,21,11
45623,688,0.451,23,5,2
45624,936,0.084,5,5,4
45625,113,20.357,56,40,31
45626,369,0.076,5,5,5
45627,759,0.105,10,9,2
45628,746,0.669,40,5,5
45629,367,1.063,11,9,8
45630,552,21.025,41,24,12
45631,720,1.848,15,8,8
45632,829,2.982,21,9,9
45633,682,0.091,7,5,3
45634,102,0.775,47,7,3
45635,517,0.015,5,5,2
45636,687,0.519,20,5,3
45637,580,1.781,50,15,2
45638,908,27.877,65,41,18
45639,202,0.06,6,5,2
45640,102,16.31,59,36,31
45641,669,0.287,15,7,5
45642,278,32.0,89,44,34
45643,835,16.989,45,23,15
45644,766,8.624,42,25,11
45645,897,32.0,49,31,22
45646,817,0.569,8,6,6
45647,748,24.547,92,19,10
45648,202,0.618,9,7,5
45649,620,0.19,7,7,2
45650,406,0.057,5,5,4
45651,680,0.132,5,5,4
45652,822,0.133,6,6,2
45653,577,4.032,47,11,5
45654,814,10.347,53,35,11
45655,844,2.577,29,11,7
45656,175,0.185,5,5,4
45657,487,0.096,11,7,3
45658,528,0.111,16,6,3
45659,784,0.096,8,6,2
45660,957,0.908,19,16,11
45661,908,0.317,35,9,2
45662,249,5.838,32,26,12
45663,406,0.121,5,5,5
45664,140,3.255,15,13,11
45665,612,7.124,25,13,13
45666,275,0.836,13,9,9
45667,515,0.107,5,5,3
45668,149,2.432,31,9,7
45669,529,5.695,38,28,14
45670,246,21.504,72,29,17
45671,187,1.896,18,10,8
45672,538,0.874,62,6,2
45673,806,8.923,32,20,7
45674,699,3.749,32,13,7
45675,532,0.222,15,14,3
45676,506,12.869,37,29,12
45677,185,10.471,59,11,10
45678,831,32.0,109,70,50
45679,310,32.0,58,58,15
45680,201,0.391,9,8,6
45681,137,31.467,33,31,21
45682,823,0.038,5,5,3
45683,691,0.034,5,5,2
45684,942,26.652,28,25,22
45685,868,7.275,33,16,14
45686,133,0.142,9,5,4
45687,784,0.102,6,5,2
45688,321,0.034,5,5,4
45689,307,3.009,28,10,7
45690,585,6.548,30,19,13
